Entity,Code,Year,Women,Men
Brazil,BRA,1997,207.05606,279.77005
Brazil,BRA,1998,203.10796,279.25488
Brazil,BRA,1999,197.30392,271.9283
Brazil,BRA,2000,193.36783,269.54434
Brazil,BRA,2001,186.1773,262.3555
Brazil,BRA,2002,183.40575,254.73883
Brazil,BRA,2003,178.71065,254.24907
Brazil,BRA,2004,179.64764,255.99796
Brazil,BRA,2005,172.89174,246.76567
Brazil,BRA,2006,176.36046,251.86462
Brazil,BRA,2007,171.23378,247.26651
Brazil,BRA,2008,168.63518,244.58278
Brazil,BRA,2009,163.80043,238.38792
Brazil,BRA,2010,160.27444,235.482
Brazil,BRA,2011,157.42125,230.19034
Brazil,BRA,2012,149.44157,219.4461
Brazil,BRA,2013,145.52411,215.55423
Brazil,BRA,2014,139.89505,208.06075
Brazil,BRA,2015,138.48819,205.93388
Brazil,BRA,2016,136.4309,205.43703
Brazil,BRA,2017,129.9098,195.07147
Brazil,BRA,2018,123.79438,188.00583
Brazil,BRA,2019,117.33883,178.81584
Brazil,BRA,2020,113.5299,176.02374
Brazil,BRA,2021,129.36623,185.12404
Brunei,BRN,1996,203.6918,234.39008
Brunei,BRN,1997,181.14076,220.443
Brunei,BRN,1998,228.15453,294.15143
Brunei,BRN,1999,218.7759,261.03372
Brunei,BRN,2000,199.94899,281.14096
Brunei,BRN,2001,199.39653,243.27989
Brunei,BRN,2002,271.43506,299.26657
Brunei,BRN,2003,284.15982,299.80914
Brunei,BRN,2004,192.28622,225.86089
Brunei,BRN,2005,176.24414,217.97697
Brunei,BRN,2006,212.07767,210.46227
Brunei,BRN,2007,176.95294,214.16101
Brunei,BRN,2008,164.56085,197.74144
Brunei,BRN,2009,169.10312,177.66003
Brunei,BRN,2010,134.74956,174.56224
Brunei,BRN,2011,127.72659,151.9603
Brunei,BRN,2012,103.224556,138.90056
Brunei,BRN,2013,142.93362,170.72905
Brunei,BRN,2014,140.87141,208.05722
Brunei,BRN,2015,122.32205,165.04405
Brunei,BRN,2016,100.081024,134.44873
Brunei,BRN,2017,126.17587,224.19864
Brunei,BRN,2018,134.63742,204.53667
Brunei,BRN,2019,149.3236,188.36385
Bulgaria,BGR,1964,356.2472,354.12018
Bulgaria,BGR,1965,372.56033,373.70862
Bulgaria,BGR,1966,374.85962,385.92786
Bulgaria,BGR,1967,383.92032,404.62112
Bulgaria,BGR,1968,384.0602,399.36536
Bulgaria,BGR,1969,412.7384,432.75043
Bulgaria,BGR,1970,403.12997,437.8264
Bulgaria,BGR,1971,413.81195,461.5039
Bulgaria,BGR,1972,427.71237,484.93008
Bulgaria,BGR,1973,415.91916,477.1158
Bulgaria,BGR,1974,429.7641,499.4625
Bulgaria,BGR,1975,423.07077,492.94116
Bulgaria,BGR,1976,416.1657,501.83533
Bulgaria,BGR,1977,439.2153,530.66113
Bulgaria,BGR,1978,434.37445,525.7611
Bulgaria,BGR,1979,432.66132,535.9662
Bulgaria,BGR,1980,426.0701,540.7456
Bulgaria,BGR,1981,418.489,534.34235
Bulgaria,BGR,1982,434.6189,555.4802
Bulgaria,BGR,1983,430.03598,570.9736
Bulgaria,BGR,1984,430.81143,578.3602
Bulgaria,BGR,1985,471.35678,620.4579
Bulgaria,BGR,1986,472.68787,616.7715
Bulgaria,BGR,1987,455.82822,625.04004
Bulgaria,BGR,1988,448.12814,616.99884
Bulgaria,BGR,1989,443.0167,609.12085
Bulgaria,BGR,1990,437.1454,613.82025
Bulgaria,BGR,1991,444.79495,616.96204
Bulgaria,BGR,1992,424.97452,607.80493
Bulgaria,BGR,1993,434.20773,642.68195
Bulgaria,BGR,1994,436.1505,638.4336
Bulgaria,BGR,1995,446.30826,656.52386
Bulgaria,BGR,1996,466.19614,669.23834
Bulgaria,BGR,1997,503.7018,725.52893
Bulgaria,BGR,1998,499.64035,724.0155
Bulgaria,BGR,1999,451.07834,641.653
Bulgaria,BGR,2000,460.70374,661.1469
Bulgaria,BGR,2001,439.4571,644.15344
Bulgaria,BGR,2002,445.71375,655.84717
Bulgaria,BGR,2003,435.48325,652.7929
Bulgaria,BGR,2004,417.24243,634.251
Bulgaria,BGR,2005,409.46783,627.5455
Bulgaria,BGR,2006,403.2131,620.4043
Bulgaria,BGR,2007,391.66437,598.6349
Bulgaria,BGR,2008,371.0124,565.8101
Bulgaria,BGR,2009,365.60617,562.3292
Bulgaria,BGR,2010,374.0748,580.4737
Bulgaria,BGR,2011,357.6099,556.8476
Bulgaria,BGR,2012,347.19925,529.3362
Bulgaria,BGR,2013,320.43774,507.80432
Bulgaria,BGR,2014,336.77014,526.3255
Bulgaria,BGR,2015,331.82928,520.7238
Bulgaria,BGR,2016,320.6326,513.9943
Bulgaria,BGR,2017,325.78442,518.72174
Bulgaria,BGR,2018,312.98083,511.6757
Bulgaria,BGR,2019,302.1425,490.72504
Bulgaria,BGR,2020,321.44028,539.1176
Bulgaria,BGR,2021,351.21362,581.7048
Bulgaria,BGR,2022,306.27356,525.44904
Canada,CAN,1950,408.835,527.3886
Canada,CAN,1951,409.26828,531.15533
Canada,CAN,1952,404.59387,535.6008
Canada,CAN,1953,403.25696,535.2903
Canada,CAN,1954,382.68353,525.22107
Canada,CAN,1955,384.2901,536.25903
Canada,CAN,1956,379.9776,525.5343
Canada,CAN,1957,381.35284,540.2581
Canada,CAN,1958,372.8545,535.08795
Canada,CAN,1959,381.01138,542.3854
Canada,CAN,1960,370.7343,545.7668
Canada,CAN,1961,353.83582,518.6938
Canada,CAN,1962,346.5446,516.3544
Canada,CAN,1963,346.03397,510.27057
Canada,CAN,1964,332.2171,506.8977
Canada,CAN,1965,335.92795,517.87866
Canada,CAN,1966,321.78693,504.6252
Canada,CAN,1967,308.7617,500.61035
Canada,CAN,1968,305.0944,497.8796
Canada,CAN,1969,300.94693,485.4236
Canada,CAN,1970,293.93704,482.90607
Canada,CAN,1971,276.60666,465.1875
Canada,CAN,1972,272.84607,475.17972
Canada,CAN,1973,268.17972,469.8
Canada,CAN,1974,267.04504,471.13168
Canada,CAN,1975,255.9031,455.26245
Canada,CAN,1976,253.37202,453.8588
Canada,CAN,1977,241.3388,430.40018
Canada,CAN,1978,232.82387,413.41232
Canada,CAN,1979,223.20457,398.29013
Canada,CAN,1980,221.6166,389.13504
Canada,CAN,1981,210.39803,373.1556
Canada,CAN,1982,216.30797,372.7092
Canada,CAN,1983,195.22752,348.2404
Canada,CAN,1984,188.46825,333.6441
Canada,CAN,1985,182.41534,325.121
Canada,CAN,1986,183.38326,320.60898
Canada,CAN,1987,173.75923,305.3839
Canada,CAN,1988,169.83336,298.02505
Canada,CAN,1989,162.28252,285.6779
Canada,CAN,1990,153.43915,266.29468
Canada,CAN,1991,150.22322,256.74567
Canada,CAN,1992,142.56142,246.58638
Canada,CAN,1993,143.0802,246.63925
Canada,CAN,1994,139.51613,235.79051
Canada,CAN,1995,135.67482,229.25061
Canada,CAN,1996,134.92717,227.63644
Canada,CAN,1997,131.29549,220.47678
Canada,CAN,1998,126.52381,214.67004
Canada,CAN,1999,121.87344,208.0725
Canada,CAN,2000,114.56007,192.63802
Canada,CAN,2001,109.833885,182.48181
Canada,CAN,2002,106.299065,175.28908
Canada,CAN,2003,101.29042,171.46706
Canada,CAN,2004,96.8078,161.14778
Canada,CAN,2005,93.40294,152.87038
Canada,CAN,2006,86.203476,142.9117
Canada,CAN,2007,84.50478,138.58969
Canada,CAN,2008,81.46438,134.2634
Canada,CAN,2009,77.510086,127.67971
Canada,CAN,2010,74.19281,121.37679
Canada,CAN,2011,70.45643,113.90407
Canada,CAN,2012,68.23284,112.29064
Canada,CAN,2013,68.094154,110.94846
Canada,CAN,2014,67.57608,109.401
Canada,CAN,2015,67.293106,107.06043
Canada,CAN,2016,64.7354,104.20377
Canada,CAN,2017,63.85108,104.793
Canada,CAN,2018,63.181442,103.79167
Canada,CAN,2019,61.79463,100.6827
Canada,CAN,2020,61.605026,101.7229
Canada,CAN,2021,59.89362,99.57336
Canada,CAN,2022,60.634346,99.53033
Cape Verde,CPV,1980,291.8858,303.01056
Cape Verde,CPV,2011,178.15561,264.99637
Chile,CHL,1955,283.84,352.32913
Chile,CHL,1956,271.39554,340.27606
Chile,CHL,1957,267.51373,326.37692
Chile,CHL,1958,263.617,330.4148
Chile,CHL,1959,282.35495,345.6632
Chile,CHL,1960,278.7208,327.21368
Chile,CHL,1961,285.5426,337.5187
Chile,CHL,1962,276.41696,336.58755
Chile,CHL,1963,303.71405,368.44177
Chile,CHL,1964,296.18396,358.567
Chile,CHL,1965,327.1456,375.9609
Chile,CHL,1966,295.45367,345.9085
Chile,CHL,1967,311.57693,367.0573
Chile,CHL,1968,306.6576,368.7472
Chile,CHL,1969,318.09863,388.08536
Chile,CHL,1970,302.2664,364.60345
Chile,CHL,1971,302.5325,363.99646
Chile,CHL,1972,297.1075,361.1763
Chile,CHL,1973,275.26898,335.75613
Chile,CHL,1974,226.0041,290.3262
Chile,CHL,1975,219.98013,311.81604
Chile,CHL,1976,233.96031,291.1729
Chile,CHL,1977,221.97243,296.76718
Chile,CHL,1978,231.36263,308.2421
Chile,CHL,1979,228.62157,306.22528
Chile,CHL,1980,235.01775,322.51862
Chile,CHL,1981,220.54288,309.04993
Chile,CHL,1982,217.48695,306.4778
Chile,CHL,1983,235.4366,315.58643
Chile,CHL,1984,226.89354,319.87256
Chile,CHL,1985,222.72032,302.68243
Chile,CHL,1986,207.68915,285.16296
Chile,CHL,1987,198.39578,267.86813
Chile,CHL,1988,191.22577,266.89597
Chile,CHL,1989,183.46538,261.10873
Chile,CHL,1990,191.60793,265.31967
Chile,CHL,1991,181.57018,260.84973
Chile,CHL,1992,181.39009,246.73338
Chile,CHL,1993,171.41986,251.96605
Chile,CHL,1994,158.04408,237.64142
Chile,CHL,1995,151.08293,233.814
Chile,CHL,1996,145.90219,227.7441
Chile,CHL,1997,136.13332,211.1236
Chile,CHL,1998,140.59126,214.00365
Chile,CHL,1999,139.29814,214.27547
Chile,CHL,2000,128.33905,201.57718
Chile,CHL,2001,127.45151,196.44942
Chile,CHL,2002,118.80803,189.75406
Chile,CHL,2003,121.235405,192.7684
Chile,CHL,2004,119.713165,188.85608
Chile,CHL,2005,114.68621,182.49605
Chile,CHL,2006,108.74616,172.71117
Chile,CHL,2007,108.97481,171.45918
Chile,CHL,2008,97.32428,160.12419
Chile,CHL,2009,97.78612,157.91116
Chile,CHL,2010,103.338486,165.46031
Chile,CHL,2011,92.58136,151.94406
Chile,CHL,2012,94.212425,152.2931
Chile,CHL,2013,90.935165,151.39143
Chile,CHL,2014,90.24188,144.84415
Chile,CHL,2015,87.53968,140.21057
Chile,CHL,2016,82.5936,134.85648
Chile,CHL,2017,80.2144,130.62201
Chile,CHL,2018,76.5092,125.04524
Chile,CHL,2019,72.88482,121.94663
Chile,CHL,2020,74.324684,119.5586
Chile,CHL,2021,77.69874,125.25104
Chile,CHL,2022,79.539276,127.21345
Colombia,COL,1953,192.69055,204.6231
Colombia,COL,1954,226.49792,248.9242
Colombia,COL,1955,236.39339,243.39262
Colombia,COL,1956,227.60619,244.10306
Colombia,COL,1957,224.69263,231.17105
Colombia,COL,1958,201.58311,214.35992
Colombia,COL,1959,215.01839,223.56644
Colombia,COL,1960,227.22371,238.26613
Colombia,COL,1961,230.10373,247.46454
Colombia,COL,1962,245.27103,259.89072
Colombia,COL,1963,250.56242,256.7699
Colombia,COL,1964,238.2701,266.99716
Colombia,COL,1965,250.09927,284.85052
Colombia,COL,1966,253.94331,297.97086
Colombia,COL,1967,274.6108,302.77734
Colombia,COL,1968,326.41937,364.16858
Colombia,COL,1969,282.82242,308.50104
Colombia,COL,1972,304.8848,352.24805
Colombia,COL,1974,328.17957,405.20123
Colombia,COL,1975,326.17615,405.50076
Colombia,COL,1976,316.2944,389.99683
Colombia,COL,1977,293.0264,356.1074
Colombia,COL,1984,309.39865,393.8224
Colombia,COL,1985,337.25998,425.78864
Colombia,COL,1986,302.93295,383.74936
Colombia,COL,1987,249.54771,312.96826
Colombia,COL,1988,252.14354,314.10168
Colombia,COL,1989,243.80508,314.59125
Colombia,COL,1990,238.88553,301.10104
Colombia,COL,1991,234.13672,298.45844
Colombia,COL,1992,226.7735,277.7475
Colombia,COL,1993,223.60818,275.0588
Colombia,COL,1994,222.16588,272.5288
Colombia,COL,1995,204.87497,261.36172
Colombia,COL,1996,204.68076,266.60336
Colombia,COL,1997,184.13374,235.35507
Colombia,COL,1998,169.79655,220.67467
Colombia,COL,1999,177.63095,232.64825
Colombia,COL,2000,175.86629,232.28815
Colombia,COL,2001,167.64641,219.55283
Colombia,COL,2002,164.35541,210.86368
Colombia,COL,2003,161.96,212.20476
Colombia,COL,2004,156.85005,209.1973
Colombia,COL,2005,154.54245,209.01176
Colombia,COL,2006,153.27943,206.36377
Colombia,COL,2007,146.16502,196.2788
Colombia,COL,2008,143.4755,192.62346
Colombia,COL,2009,133.42879,181.74783
Colombia,COL,2010,133.01973,181.78543
Colombia,COL,2011,125.0989,173.26224
Colombia,COL,2012,123.062775,173.96614
Colombia,COL,2013,121.77104,170.28204
Colombia,COL,2014,123.56553,172.82462
Colombia,COL,2015,125.28771,174.93394
Colombia,COL,2016,118.77315,171.83313
Colombia,COL,2017,117.49044,167.1494
Colombia,COL,2018,117.13107,167.70659
Colombia,COL,2019,111.85299,161.83736
Colombia,COL,2020,117.51923,177.49707
Colombia,COL,2021,127.008896,186.74893
Costa Rica,CRI,1961,190.52734,237.18513
Costa Rica,CRI,1962,202.89421,225.64864
Costa Rica,CRI,1963,225.92729,223.07877
Costa Rica,CRI,1964,226.4723,244.30515
Costa Rica,CRI,1965,217.96994,266.36304
Costa Rica,CRI,1966,242.65678,264.44934
Costa Rica,CRI,1967,227.91678,276.28995
Costa Rica,CRI,1968,257.3501,275.41147
Costa Rica,CRI,1969,231.68146,278.61304
Costa Rica,CRI,1970,294.2971,310.2458
Costa Rica,CRI,1971,262.61572,288.22263
Costa Rica,CRI,1972,271.03168,286.5321
Costa Rica,CRI,1973,230.3161,242.37088
Costa Rica,CRI,1974,218.41092,248.84807
Costa Rica,CRI,1975,207.80142,250.68285
Costa Rica,CRI,1976,206.41782,242.7807
Costa Rica,CRI,1977,189.75099,230.45506
Costa Rica,CRI,1978,193.43289,236.21204
Costa Rica,CRI,1979,199.5091,251.27933
Costa Rica,CRI,1980,209.99202,250.80426
Costa Rica,CRI,1981,204.64934,239.98723
Costa Rica,CRI,1982,239.21596,261.21826
Costa Rica,CRI,1983,171.65756,206.00981
Costa Rica,CRI,1984,233.2991,279.004
Costa Rica,CRI,1985,217.88924,317.7663
Costa Rica,CRI,1986,208.6459,305.67258
Costa Rica,CRI,1987,197.63614,295.2703
Costa Rica,CRI,1988,214.75557,317.28967
Costa Rica,CRI,1989,201.52548,297.76337
Costa Rica,CRI,1990,181.02808,240.85416
Costa Rica,CRI,1991,190.43163,262.2136
Costa Rica,CRI,1992,200.98073,279.93494
Costa Rica,CRI,1993,196.26768,281.5348
Costa Rica,CRI,1994,203.1495,277.92636
Costa Rica,CRI,1995,195.65096,268.29904
Costa Rica,CRI,1996,154.50829,221.28087
Costa Rica,CRI,1997,132.9226,208.02663
Costa Rica,CRI,1998,142.70013,190.0954
Costa Rica,CRI,1999,142.8534,204.60918
Costa Rica,CRI,2000,135.02579,211.13297
Costa Rica,CRI,2001,141.22159,195.41638
Costa Rica,CRI,2002,119.65944,178.46616
Costa Rica,CRI,2003,115.473946,168.13719
Costa Rica,CRI,2004,120.43564,167.69
Costa Rica,CRI,2005,106.00771,157.76613
Costa Rica,CRI,2006,106.49491,158.89767
Costa Rica,CRI,2007,103.18145,145.3077
Costa Rica,CRI,2008,94.342354,140.89174
Costa Rica,CRI,2009,93.05761,139.9587
Costa Rica,CRI,2010,104.36885,154.7353
Costa Rica,CRI,2011,96.641914,143.31549
Costa Rica,CRI,2012,95.92709,145.49103
Costa Rica,CRI,2013,92.77152,130.10764
Costa Rica,CRI,2014,91.42973,138.42892
Costa Rica,CRI,2015,81.794975,129.44629
Costa Rica,CRI,2016,81.57761,123.30537
Costa Rica,CRI,2017,78.67181,121.76421
Costa Rica,CRI,2018,81.30701,125.43983
Costa Rica,CRI,2019,91.00422,130.02263
Costa Rica,CRI,2020,65.36112,108.18069
Costa Rica,CRI,2021,80.309364,120.04193
Costa Rica,CRI,2022,84.898544,123.42685
Croatia,HRV,1985,376.23965,524.8647
Croatia,HRV,1986,371.07336,531.9599
Croatia,HRV,1987,377.6712,528.10724
Croatia,HRV,1988,363.61606,516.4113
Croatia,HRV,1989,363.56802,511.68976
Croatia,HRV,1990,349.8498,500.66367
Croatia,HRV,1991,330.95276,483.72153
Croatia,HRV,1992,318.41028,447.60052
Croatia,HRV,1993,325.17487,468.07568
Croatia,HRV,1994,317.58655,456.0412
Croatia,HRV,1995,309.59232,437.56943
Croatia,HRV,1996,340.9785,493.36182
Croatia,HRV,1997,346.47998,495.19516
Croatia,HRV,1998,360.83633,532.6917
Croatia,HRV,1999,354.53183,525.3515
Croatia,HRV,2000,357.94693,501.99594
Croatia,HRV,2001,303.8981,436.517
Croatia,HRV,2002,294.90106,438.4853
Croatia,HRV,2003,310.50842,445.3611
Croatia,HRV,2004,262.6299,372.60764
Croatia,HRV,2005,272.04153,390.73517
Croatia,HRV,2006,256.3344,376.09955
Croatia,HRV,2007,258.51913,370.56302
Croatia,HRV,2008,245.82414,361.7138
Croatia,HRV,2009,239.96828,342.51794
Croatia,HRV,2010,229.19695,327.29007
Croatia,HRV,2011,217.26324,308.6765
Croatia,HRV,2012,206.72064,309.95663
Croatia,HRV,2013,195.7374,291.3421
Croatia,HRV,2014,191.37282,279.2383
Croatia,HRV,2015,199.68207,294.55984
Croatia,HRV,2016,173.60551,263.92645
Croatia,HRV,2017,173.57848,259.49677
Croatia,HRV,2018,153.20354,247.8297
Croatia,HRV,2019,156.99765,230.46039
Croatia,HRV,2020,158.68114,233.65509
Croatia,HRV,2021,166.28839,244.70369
Cuba,CUB,1964,395.18552,408.8372
Cuba,CUB,1968,415.72983,445.38022
Cuba,CUB,1969,399.21036,434.9171
Cuba,CUB,1970,294.04053,337.957
Cuba,CUB,1971,280.50214,323.4167
Cuba,CUB,1972,274.11224,318.18393
Cuba,CUB,1973,295.67126,339.94824
Cuba,CUB,1974,310.46927,358.60623
Cuba,CUB,1975,309.73718,350.80927
Cuba,CUB,1976,323.3689,373.01804
Cuba,CUB,1977,337.34988,385.57465
Cuba,CUB,1978,330.55002,385.96402
Cuba,CUB,1979,278.01974,329.17267
Cuba,CUB,1980,285.48853,330.68698
Cuba,CUB,1981,302.97876,347.98752
Cuba,CUB,1982,281.97708,325.0906
Cuba,CUB,1983,297.53342,343.61157
Cuba,CUB,1984,262.87546,309.3824
Cuba,CUB,1985,285.69412,328.9812
Cuba,CUB,1986,277.96603,322.14102
Cuba,CUB,1987,259.60495,315.7486
Cuba,CUB,1988,297.5444,346.55615
Cuba,CUB,1989,243.52423,303.8273
Cuba,CUB,1990,254.8485,309.34277
Cuba,CUB,1991,241.48782,300.82184
Cuba,CUB,1992,252.98752,300.7889
Cuba,CUB,1993,248.29735,309.0185
Cuba,CUB,1994,245.71786,304.4699
Cuba,CUB,1995,244.49905,301.74432
Cuba,CUB,1996,248.1244,300.1934
Cuba,CUB,1997,212.1673,274.93866
Cuba,CUB,1998,209.06639,273.40228
Cuba,CUB,1999,208.64247,274.7705
Cuba,CUB,2000,193.74765,260.56342
Cuba,CUB,2001,198.64742,257.62643
Cuba,CUB,2002,177.53831,232.50276
Cuba,CUB,2003,182.66472,236.53246
Cuba,CUB,2004,182.44708,237.04552
Cuba,CUB,2005,188.49896,248.4045
Cuba,CUB,2006,170.48582,231.64336
Cuba,CUB,2007,168.22345,221.89845
Cuba,CUB,2008,174.1473,230.9937
Cuba,CUB,2009,168.22488,223.61131
Cuba,CUB,2010,171.59149,236.88028
Cuba,CUB,2011,155.76651,207.27441
Cuba,CUB,2012,153.1931,207.62202
Cuba,CUB,2013,149.22789,209.89812
Cuba,CUB,2014,153.47647,213.40576
Cuba,CUB,2015,152.68163,212.69969
Cuba,CUB,2016,145.36801,209.79587
Cuba,CUB,2017,157.81596,223.41705
Cuba,CUB,2018,147.27692,214.77396
Cuba,CUB,2019,149.28073,217.33916
Cuba,CUB,2020,157.83867,232.11859
Cuba,CUB,2021,218.0759,316.45114
Cyprus,CYP,1999,128.6729,175.51414
Cyprus,CYP,2000,144.8859,216.99995
Cyprus,CYP,2004,135.27612,212.24661
Cyprus,CYP,2005,145.44458,206.82127
Cyprus,CYP,2006,134.54279,192.12636
Cyprus,CYP,2007,125.919525,197.43173
Cyprus,CYP,2008,122.67631,179.56917
Cyprus,CYP,2009,109.51403,169.4306
Cyprus,CYP,2010,106.87114,161.34795
Cyprus,CYP,2011,121.81986,161.49338
Cyprus,CYP,2012,111.97291,160.70518
Cyprus,CYP,2013,91.45873,148.48396
Cyprus,CYP,2014,97.70231,148.79945
Cyprus,CYP,2015,104.44065,150.78906
Cyprus,CYP,2016,82.92034,134.25179
Cyprus,CYP,2017,86.2476,140.17897
Cyprus,CYP,2018,75.74846,121.06476
Cyprus,CYP,2019,68.92178,118.8614
Cyprus,CYP,2020,77.823425,116.91197
Cyprus,CYP,2021,73.99966,120.364914
Cyprus,CYP,2022,72.40418,117.39929
Czechia,CZE,1986,407.05746,637.1263
Czechia,CZE,1987,392.62323,625.51337
Czechia,CZE,1988,377.70154,606.18384
Czechia,CZE,1989,387.57068,611.13025
Czechia,CZE,1990,379.26828,625.9623
Czechia,CZE,1991,363.91974,593.78546
Czechia,CZE,1992,346.73788,573.6418
Czechia,CZE,1993,345.78503,546.07806
Czechia,CZE,1994,337.31747,528.97656
Czechia,CZE,1995,336.0633,530.32086
Czechia,CZE,1996,318.3205,499.5366
Czechia,CZE,1997,316.06326,495.1078
Czechia,CZE,1998,300.70178,461.31232
Czechia,CZE,1999,295.40015,450.74762
Czechia,CZE,2000,277.9614,430.16614
Czechia,CZE,2001,277.16022,417.73355
Czechia,CZE,2002,276.87277,415.71713
Czechia,CZE,2003,279.4048,420.20312
Czechia,CZE,2004,260.15085,393.26813
Czechia,CZE,2005,255.44398,376.29825
Czechia,CZE,2006,232.10805,353.80737
Czechia,CZE,2007,223.7048,336.38916
Czechia,CZE,2008,213.34628,324.19778
Czechia,CZE,2009,215.86224,322.0805
Czechia,CZE,2010,205.73764,314.47958
Czechia,CZE,2011,195.34842,305.7267
Czechia,CZE,2012,191.78754,298.00043
Czechia,CZE,2013,182.11794,284.42664
Czechia,CZE,2014,165.03598,262.9107
Czechia,CZE,2015,169.97205,266.59305
Czechia,CZE,2016,153.775,246.93054
Czechia,CZE,2017,157.47466,246.9098
Czechia,CZE,2018,150.02031,241.1311
Czechia,CZE,2019,143.54391,229.47739
Czechia,CZE,2020,148.60815,240.94853
Czechia,CZE,2021,141.51701,233.48184
Czechia,CZE,2022,136.11397,217.24756
Czechia,CZE,2023,122.92443,205.1063
Denmark,DNK,1951,357.8988,377.90732
Denmark,DNK,1952,392.39154,432.45157
Denmark,DNK,1953,392.9852,419.64233
Denmark,DNK,1954,381.82306,432.20956
Denmark,DNK,1955,355.4079,428.64243
Denmark,DNK,1956,351.2052,431.52216
Denmark,DNK,1957,368.24847,450.05756
Denmark,DNK,1958,360.71124,451.2115
Denmark,DNK,1959,338.41248,417.42236
Denmark,DNK,1960,347.24115,446.0497
Denmark,DNK,1961,325.56247,436.31967
Denmark,DNK,1962,333.2328,446.7548
Denmark,DNK,1963,327.78363,455.7782
Denmark,DNK,1964,327.7052,467.79135
Denmark,DNK,1965,332.09732,477.42996
Denmark,DNK,1966,350.88348,499.9775
Denmark,DNK,1967,322.3986,468.684
Denmark,DNK,1968,300.2814,448.18823
Denmark,DNK,1969,288.41324,440.61902
Denmark,DNK,1970,283.4192,438.99603
Denmark,DNK,1971,276.7826,438.1916
Denmark,DNK,1972,280.12015,438.1108
Denmark,DNK,1973,275.43866,443.15588
Denmark,DNK,1974,265.24313,440.33276
Denmark,DNK,1975,258.5753,431.38345
Denmark,DNK,1976,259.74432,447.19318
Denmark,DNK,1977,229.94966,407.12717
Denmark,DNK,1978,237.30573,417.93985
Denmark,DNK,1979,234.73567,426.10074
Denmark,DNK,1980,233.0276,414.5643
Denmark,DNK,1981,229.19229,416.97742
Denmark,DNK,1982,221.98726,391.36166
Denmark,DNK,1983,219.73734,389.32773
Denmark,DNK,1984,215.70198,381.94092
Denmark,DNK,1985,215.1122,381.99423
Denmark,DNK,1986,213.35637,371.74966
Denmark,DNK,1987,206.81313,368.81567
Denmark,DNK,1988,204.79323,355.93527
Denmark,DNK,1989,198.52283,349.486
Denmark,DNK,1990,205.61429,352.53403
Denmark,DNK,1991,195.81483,337.19772
Denmark,DNK,1992,192.76936,329.5689
Denmark,DNK,1993,198.64012,326.1829
Denmark,DNK,1994,177.65492,304.20566
Denmark,DNK,1995,181.22192,303.09583
Denmark,DNK,1996,161.91896,277.77496
Denmark,DNK,1997,154.77734,267.47385
Denmark,DNK,1998,148.49442,256.00302
Denmark,DNK,1999,155.94969,251.49449
Denmark,DNK,2000,143.68636,234.66266
Denmark,DNK,2001,142.29991,238.56137
Denmark,DNK,2002,140.48137,228.07509
Denmark,DNK,2003,134.34108,222.14452
Denmark,DNK,2004,125.20716,206.30273
Denmark,DNK,2005,116.67896,192.0748
Denmark,DNK,2006,112.54379,180.59537
Denmark,DNK,2007,103.37318,168.12117
Denmark,DNK,2008,95.36897,155.53587
Denmark,DNK,2009,92.719574,148.17137
Denmark,DNK,2010,89.30944,143.47726
Denmark,DNK,2011,80.31463,128.0731
Denmark,DNK,2012,78.03704,125.63154
Denmark,DNK,2013,73.37664,121.57759
Denmark,DNK,2014,68.841866,113.21132
Denmark,DNK,2015,70.80204,113.34826
Denmark,DNK,2016,68.77947,115.63058
