Entity,Code,Year,Women,Men
Dominican Republic,DOM,1987,189.41577,202.39693
Dominican Republic,DOM,1988,189.31705,200.99709
Dominican Republic,DOM,1989,184.26903,200.2676
Dominican Republic,DOM,1990,169.87547,186.73096
Dominican Republic,DOM,1991,159.40202,180.3769
Dominican Republic,DOM,1992,148.80006,160.72726
Dominican Republic,DOM,1994,148.39194,160.28621
Dominican Republic,DOM,1995,152.65283,164.953
Dominican Republic,DOM,1996,151.73785,175.73257
Dominican Republic,DOM,1997,161.16386,178.47063
Dominican Republic,DOM,1998,165.41083,194.87155
Dominican Republic,DOM,1999,150.54202,193.50694
Dominican Republic,DOM,2000,121.8917,148.44547
Dominican Republic,DOM,2001,128.36682,147.44286
Dominican Republic,DOM,2002,123.57024,148.4015
Dominican Republic,DOM,2003,135.63847,165.33699
Dominican Republic,DOM,2004,140.10391,178.32318
Dominican Republic,DOM,2005,139.2289,171.74524
Dominican Republic,DOM,2006,110.3747,141.39949
Dominican Republic,DOM,2007,111.90283,139.50287
Dominican Republic,DOM,2008,114.51615,142.49937
Dominican Republic,DOM,2009,108.94357,143.22006
Dominican Republic,DOM,2010,123.86846,162.01408
Dominican Republic,DOM,2011,124.767784,166.43434
Dominican Republic,DOM,2012,131.10905,173.89087
Dominican Republic,DOM,2013,126.57116,162.18513
Dominican Republic,DOM,2014,112.61215,158.6745
Dominican Republic,DOM,2015,104.54803,148.377
Dominican Republic,DOM,2016,105.69694,148.80298
Dominican Republic,DOM,2017,102.15607,142.82759
Dominican Republic,DOM,2018,107.016304,151.88931
Ecuador,ECU,1966,99.770996,111.59677
Ecuador,ECU,1967,102.064705,118.9072
Ecuador,ECU,1968,119.06889,137.52264
Ecuador,ECU,1969,141.43828,153.84198
Ecuador,ECU,1970,135.59198,146.5043
Ecuador,ECU,1971,145.51074,178.3584
Ecuador,ECU,1972,161.50809,169.9146
Ecuador,ECU,1973,164.2036,186.50934
Ecuador,ECU,1974,171.31134,198.46312
Ecuador,ECU,1975,177.05827,203.395
Ecuador,ECU,1977,184.9296,212.63156
Ecuador,ECU,1978,183.10379,217.7915
Ecuador,ECU,1979,185.5254,210.2537
Ecuador,ECU,1980,182.3965,217.3102
Ecuador,ECU,1981,157.94879,179.56062
Ecuador,ECU,1982,184.85426,215.03018
Ecuador,ECU,1983,162.707,192.52895
Ecuador,ECU,1984,180.94391,230.80206
Ecuador,ECU,1985,192.56679,229.28166
Ecuador,ECU,1986,186.55211,219.08295
Ecuador,ECU,1987,168.70761,197.44423
Ecuador,ECU,1988,171.23775,208.0367
Ecuador,ECU,1989,154.89877,191.427
Ecuador,ECU,1990,151.66774,177.21857
Ecuador,ECU,1991,164.0266,203.25177
Ecuador,ECU,1992,153.08679,184.61716
Ecuador,ECU,1993,149.94164,180.1716
Ecuador,ECU,1994,157.69455,195.02475
Ecuador,ECU,1995,123.433365,154.47697
Ecuador,ECU,1996,126.696304,164.32391
Ecuador,ECU,1997,129.25037,159.79068
Ecuador,ECU,1998,137.46143,174.52835
Ecuador,ECU,1999,137.37387,180.25768
Ecuador,ECU,2000,133.97931,171.36595
Ecuador,ECU,2001,126.36658,164.52081
Ecuador,ECU,2002,127.35262,162.94081
Ecuador,ECU,2003,118.80561,153.91466
Ecuador,ECU,2004,108.33923,145.7686
Ecuador,ECU,2005,112.16339,146.48328
Ecuador,ECU,2006,109.783455,147.83972
Ecuador,ECU,2007,105.59044,144.56868
Ecuador,ECU,2008,106.1067,143.89302
Ecuador,ECU,2009,96.83129,129.44359
Ecuador,ECU,2010,98.52812,129.26836
Ecuador,ECU,2011,91.010506,129.76233
Ecuador,ECU,2012,95.553314,128.13416
Ecuador,ECU,2013,91.49761,125.72249
Ecuador,ECU,2014,89.26453,120.5251
Ecuador,ECU,2015,88.65529,122.26488
Ecuador,ECU,2016,95.10314,127.3703
Ecuador,ECU,2017,95.531654,131.34232
Ecuador,ECU,2018,95.2509,134.14352
Ecuador,ECU,2019,94.72034,133.49997
Ecuador,ECU,2020,133.49245,206.85692
Ecuador,ECU,2021,115.91499,164.77745
Ecuador,ECU,2022,113.56529,158.31503
Egypt,EGY,1965,226.54047,296.94452
Egypt,EGY,1966,275.86703,348.90668
Egypt,EGY,1967,265.80685,340.40714
Egypt,EGY,1970,234.02968,346.3656
Egypt,EGY,1971,211.99622,305.3893
Egypt,EGY,1972,216.16028,321.152
Egypt,EGY,1973,212.7419,323.9375
Egypt,EGY,1974,213.26988,328.1273
Egypt,EGY,1975,251.3883,392.8225
Egypt,EGY,1976,252.34639,390.14
Egypt,EGY,1977,233.39682,366.76743
Egypt,EGY,1978,244.54591,385.84677
Egypt,EGY,1979,240.07596,353.35254
Egypt,EGY,1980,243.88536,356.07397
Egypt,EGY,1987,394.13086,548.2294
Egypt,EGY,1991,443.08832,588.68744
Egypt,EGY,1992,426.4417,563.65674
Egypt,EGY,2000,285.6167,418.1398
Egypt,EGY,2001,310.90256,444.3964
Egypt,EGY,2002,328.17734,463.239
Egypt,EGY,2003,337.8058,474.43652
Egypt,EGY,2004,346.24805,489.99292
Egypt,EGY,2005,352.01297,493.60007
Egypt,EGY,2006,353.24023,492.00592
Egypt,EGY,2007,345.45544,485.40967
Egypt,EGY,2008,350.78323,489.95535
Egypt,EGY,2009,357.05563,497.45206
Egypt,EGY,2010,361.229,498.33456
Egypt,EGY,2011,340.26877,477.4621
Egypt,EGY,2012,372.32788,497.10403
Egypt,EGY,2013,323.7938,433.08136
Egypt,EGY,2014,512.0666,535.7268
Egypt,EGY,2015,391.28943,533.1114
Egypt,EGY,2016,357.42508,497.83124
Egypt,EGY,2017,360.67944,493.87057
Egypt,EGY,2018,381.18185,519.1798
Egypt,EGY,2019,393.61923,535.05023
El Salvador,SLV,1990,156.52164,198.83177
El Salvador,SLV,1991,141.79979,192.74762
El Salvador,SLV,1992,164.58151,225.56604
El Salvador,SLV,1993,165.27075,219.73299
El Salvador,SLV,1995,146.95984,197.63467
El Salvador,SLV,1996,169.8542,209.5956
El Salvador,SLV,1997,106.43027,123.51707
El Salvador,SLV,1998,108.37514,135.31807
El Salvador,SLV,1999,134.64673,174.30382
El Salvador,SLV,2000,139.97235,174.58197
El Salvador,SLV,2001,136.82439,162.38399
El Salvador,SLV,2002,121.89318,156.92004
El Salvador,SLV,2003,128.18915,150.36305
El Salvador,SLV,2004,122.43328,141.78802
El Salvador,SLV,2005,118.11416,141.84969
El Salvador,SLV,2006,115.327675,142.73117
El Salvador,SLV,2007,103.48612,131.6348
El Salvador,SLV,2008,106.69854,133.85736
El Salvador,SLV,2009,107.34502,131.9152
El Salvador,SLV,2010,106.69886,130.35323
El Salvador,SLV,2011,100.48502,136.36827
El Salvador,SLV,2012,90.49263,115.74253
El Salvador,SLV,2013,85.23419,110.06557
El Salvador,SLV,2014,85.92372,113.9763
El Salvador,SLV,2015,128.33847,166.83716
El Salvador,SLV,2016,106.80447,137.40039
El Salvador,SLV,2017,130.6251,175.34251
El Salvador,SLV,2018,99.55464,138.74751
Estonia,EST,1981,453.48563,741.50104
Estonia,EST,1982,447.57925,684.33844
Estonia,EST,1985,477.87125,758.8626
Estonia,EST,1986,438.6906,701.76434
Estonia,EST,1987,441.42007,693.7356
Estonia,EST,1988,439.34622,676.8776
Estonia,EST,1989,415.1174,650.98596
Estonia,EST,1990,414.00684,698.1252
Estonia,EST,1991,398.49374,659.7477
Estonia,EST,1992,399.60736,698.7269
Estonia,EST,1993,419.20935,711.9986
Estonia,EST,1994,423.61957,743.86993
Estonia,EST,1995,392.32962,700.68945
Estonia,EST,1996,363.42767,636.3026
Estonia,EST,1997,345.11465,596.60004
Estonia,EST,1998,363.53677,622.5106
Estonia,EST,1999,333.75806,607.75507
Estonia,EST,2000,326.4356,564.2354
Estonia,EST,2001,314.23315,571.09344
Estonia,EST,2002,315.32812,556.70917
Estonia,EST,2003,309.70807,553.5307
Estonia,EST,2004,284.27917,520.4712
Estonia,EST,2005,273.2144,509.9239
Estonia,EST,2006,262.13092,509.06168
Estonia,EST,2007,250.39864,487.51898
Estonia,EST,2008,245.67972,470.6149
Estonia,EST,2009,232.47467,435.42502
Estonia,EST,2010,225.5156,419.03738
Estonia,EST,2011,202.37094,376.59555
Estonia,EST,2012,196.56807,374.9942
Estonia,EST,2013,198.04602,345.33078
Estonia,EST,2014,186.93494,344.28568
Estonia,EST,2015,178.84688,316.77942
Estonia,EST,2016,171.25124,315.2666
Estonia,EST,2017,164.8807,301.01236
Estonia,EST,2018,160.97755,290.24265
Estonia,EST,2019,153.03291,275.02072
Estonia,EST,2020,149.69868,273.76797
Estonia,EST,2021,159.97694,282.4643
Estonia,EST,2022,146.09885,273.20877
Fiji,FJI,1978,265.21933,456.3959
Fiji,FJI,2001,561.6316,882.1734
Fiji,FJI,2002,462.80695,743.9196
Fiji,FJI,2003,478.03754,709.34534
Fiji,FJI,2004,422.6811,607.069
Fiji,FJI,2005,438.31448,663.7336
Fiji,FJI,2006,356.35355,593.267
Fiji,FJI,2007,321.14444,523.11224
Fiji,FJI,2008,342.75363,494.23492
Fiji,FJI,2009,427.717,588.02075
Fiji,FJI,2011,385.72736,513.3249
Fiji,FJI,2012,321.46353,504.12796
Finland,FIN,1952,457.8082,622.3627
Finland,FIN,1953,463.72293,615.39825
Finland,FIN,1954,453.89767,599.87555
Finland,FIN,1955,472.05374,637.3983
Finland,FIN,1956,458.0737,605.85724
Finland,FIN,1957,438.26974,569.9178
Finland,FIN,1958,447.09976,597.74884
Finland,FIN,1959,434.19116,599.07965
Finland,FIN,1960,444.17447,613.43475
Finland,FIN,1961,457.3033,609.9676
Finland,FIN,1962,487.74948,680.08673
Finland,FIN,1963,473.7661,679.24207
Finland,FIN,1964,470.85913,677.2028
Finland,FIN,1965,482.8037,697.97906
Finland,FIN,1966,467.32013,703.2983
Finland,FIN,1967,455.4014,689.5198
Finland,FIN,1968,464.5542,693.64014
Finland,FIN,1969,450.9166,694.2218
Finland,FIN,1970,413.58276,662.36273
Finland,FIN,1971,415.02768,658.9496
Finland,FIN,1972,389.06955,627.7647
Finland,FIN,1973,361.3996,618.9818
Finland,FIN,1974,365.0798,625.01135
Finland,FIN,1975,337.48825,590.89026
Finland,FIN,1976,334.66324,601.81274
Finland,FIN,1977,309.99814,583.2978
Finland,FIN,1978,306.26184,564.09894
Finland,FIN,1979,296.7572,539.648
Finland,FIN,1980,284.21378,524.43616
Finland,FIN,1981,290.33664,522.4937
Finland,FIN,1982,264.7021,504.82617
Finland,FIN,1983,264.32767,493.42456
Finland,FIN,1984,256.79248,482.9251
Finland,FIN,1985,264.6087,504.8024
Finland,FIN,1986,256.70923,467.50836
Finland,FIN,1987,250.28963,452.99707
Finland,FIN,1988,244.03738,439.68634
Finland,FIN,1989,235.45833,420.7747
Finland,FIN,1990,230.59851,423.21158
Finland,FIN,1991,221.13037,407.80066
Finland,FIN,1992,214.05371,402.25977
Finland,FIN,1993,217.80597,385.57877
Finland,FIN,1994,198.67133,350.27747
Finland,FIN,1995,196.45557,357.39487
Finland,FIN,1996,179.48784,329.29718
Finland,FIN,1997,172.58951,317.4425
Finland,FIN,1998,166.26123,313.88672
Finland,FIN,1999,160.84164,306.02338
Finland,FIN,2000,161.32118,291.7873
Finland,FIN,2001,151.17032,275.26675
Finland,FIN,2002,152.36703,269.3492
Finland,FIN,2003,144.30177,262.52264
Finland,FIN,2004,132.90773,249.83519
Finland,FIN,2005,129.09035,239.0352
Finland,FIN,2006,124.41096,236.08356
Finland,FIN,2007,121.33402,232.3969
Finland,FIN,2008,118.578926,221.7009
Finland,FIN,2009,114.51608,219.03607
Finland,FIN,2010,111.19644,214.22038
Finland,FIN,2011,105.14836,204.62508
Finland,FIN,2012,105.89579,195.67297
Finland,FIN,2013,98.20044,185.0161
Finland,FIN,2014,96.432846,177.51407
Finland,FIN,2015,92.621216,172.79626
Finland,FIN,2016,90.41968,172.24144
Finland,FIN,2017,86.08123,164.2079
Finland,FIN,2018,82.85463,160.00365
Finland,FIN,2019,79.25545,150.7593
Finland,FIN,2020,77.06156,151.82239
Finland,FIN,2021,77.85284,147.51666
Finland,FIN,2022,79.81475,152.21033
France,FRA,1950,278.16107,382.50952
France,FRA,1951,273.53247,378.25092
France,FRA,1952,270.39886,377.79642
France,FRA,1953,281.50177,394.48535
France,FRA,1954,262.0762,381.33325
France,FRA,1955,261.621,382.46793
France,FRA,1956,270.97964,396.43552
France,FRA,1957,250.00702,370.94266
France,FRA,1958,247.38258,358.202
France,FRA,1959,241.65277,356.2934
France,FRA,1960,240.28325,361.6332
France,FRA,1961,228.66461,348.40784
France,FRA,1962,242.62332,371.29672
France,FRA,1963,240.9233,373.56424
France,FRA,1964,218.4912,343.55743
France,FRA,1965,222.33868,353.1619
France,FRA,1966,212.3753,339.81613
France,FRA,1967,213.02664,344.9733
France,FRA,1968,220.21834,362.49133
France,FRA,1969,214.05917,351.33084
France,FRA,1970,206.43657,334.14133
France,FRA,1971,209.37434,341.84897
France,FRA,1972,203.86414,334.9014
France,FRA,1973,200.95276,331.50125
France,FRA,1974,198.31395,330.98648
France,FRA,1975,198.94867,332.75748
France,FRA,1976,191.256,320.03384
France,FRA,1977,176.66138,299.07358
France,FRA,1978,174.94379,300.5142
France,FRA,1979,171.67665,290.0359
France,FRA,1980,170.44897,286.84467
France,FRA,1981,165.76917,277.15906
France,FRA,1982,159.37796,267.75305
France,FRA,1983,158.76483,266.69318
France,FRA,1984,150.02066,256.70343
France,FRA,1985,151.35611,258.85873
France,FRA,1986,150.59113,260.51645
France,FRA,1987,133.70113,232.69612
France,FRA,1988,127.52594,219.32268
France,FRA,1989,122.33562,209.49709
France,FRA,1990,116.82334,200.11896
France,FRA,1991,115.335915,198.61409
France,FRA,1992,110.311806,190.43465
France,FRA,1993,108.78913,189.76239
France,FRA,1994,102.15918,179.25763
France,FRA,1995,101.35296,179.71582
France,FRA,1996,100.74835,178.48792
France,FRA,1997,97.12489,172.66354
France,FRA,1998,99.42386,174.71855
France,FRA,1999,96.17149,170.7635
France,FRA,2000,91.773605,164.89816
France,FRA,2001,90.80452,159.55641
France,FRA,2002,88.89207,155.80005
France,FRA,2003,89.588524,153.80704
France,FRA,2004,80.37223,141.29324
France,FRA,2005,79.222275,138.09076
France,FRA,2006,73.23131,129.51836
France,FRA,2007,69.63741,124.9867
France,FRA,2008,68.80836,120.94842
France,FRA,2009,65.56428,115.48434
France,FRA,2010,62.536697,110.75963
France,FRA,2011,58.43076,104.36148
France,FRA,2012,57.912254,101.88687
France,FRA,2013,55.616646,97.60132
France,FRA,2014,53.367992,93.10271
France,FRA,2015,53.68477,94.575966
France,FRA,2016,51.91813,90.823265
France,FRA,2017,51.217117,88.760925
France,FRA,2018,50.305557,87.62356
France,FRA,2019,47.857235,82.301
France,FRA,2020,45.54189,80.75259
France,FRA,2021,46.013912,81.154305
France,FRA,2022,46.923363,81.572075
French Guiana,GUF,1968,231.92824,264.59003
French Guiana,GUF,1969,184.98083,213.84384
French Guiana,GUF,1970,209.87302,234.9926
French Guiana,GUF,1971,219.615,258.37094
French Guiana,GUF,1972,265.34152,317.108
French Guiana,GUF,1973,311.34543,393.99042
French Guiana,GUF,1974,195.68135,417.0012
French Guiana,GUF,1975,237.26979,310.45465
French Guiana,GUF,1976,362.80963,460.87665
French Guiana,GUF,1977,258.50284,481.367
French Guiana,GUF,1978,286.70798,428.9724
French Guiana,GUF,1979,161.75151,457.57614
French Guiana,GUF,2001,137.23824,134.90561
French Guiana,GUF,2002,135.04591,189.46356
French Guiana,GUF,2003,114.675575,234.57104
French Guiana,GUF,2004,101.20055,158.06467
French Guiana,GUF,2005,135.00926,143.53922
French Guiana,GUF,2006,106.08813,118.49049
French Guiana,GUF,2007,97.04591,129.83095
French Guiana,GUF,2008,86.74781,176.33769
French Guiana,GUF,2009,87.24896,123.61721
French Guiana,GUF,2010,71.370445,138.29913
French Guiana,GUF,2011,63.998127,103.43909
French Guiana,GUF,2012,81.82544,120.736694
French Guiana,GUF,2013,78.237236,101.66143
French Guiana,GUF,2014,80.40917,113.80136
French Guiana,GUF,2015,102.9418,147.77676
French Guiana,GUF,2016,91.9017,166.1014
Georgia,GEO,1981,416.56677,643.05615
Georgia,GEO,1982,411.2153,629.6353
Georgia,GEO,1985,432.9731,655.1702
Georgia,GEO,1986,425.36154,641.6191
Georgia,GEO,1987,420.61115,635.849
Georgia,GEO,1988,425.6878,634.668
Georgia,GEO,1989,411.6908,609.8226
Georgia,GEO,1990,397.31015,583.6913
Georgia,GEO,1991,404.24,606.8478
Georgia,GEO,1992,428.39218,644.3863
Georgia,GEO,1994,317.53137,517.814
Georgia,GEO,1995,377.55157,612.2194
Georgia,GEO,1996,338.80038,540.91785
Georgia,GEO,1997,382.10974,587.4047
Georgia,GEO,1998,386.69925,641.80786
Georgia,GEO,1999,402.0576,642.3805
Georgia,GEO,2000,417.85406,645.47406
Georgia,GEO,2001,390.12448,613.63416
Georgia,GEO,2004,416.0981,686.2813
Georgia,GEO,2005,338.64124,596.67334
Georgia,GEO,2006,323.46875,582.0947
Georgia,GEO,2007,299.8847,563.6712
Georgia,GEO,2009,277.13443,486.0457
Georgia,GEO,2010,143.52899,249.11313
Georgia,GEO,2011,173.7051,289.85928
Georgia,GEO,2012,187.47948,321.11636
Georgia,GEO,2013,169.56519,296.77786
Georgia,GEO,2014,227.81688,380.995
Georgia,GEO,2015,245.93556,397.89157
Georgia,GEO,2016,208.0137,346.5697
Georgia,GEO,2017,226.9463,384.01538
Georgia,GEO,2018,242.03793,419.2977
Georgia,GEO,2019,241.41656,417.16205
Georgia,GEO,2020,243.11223,429.51788
Georgia,GEO,2021,245.12895,438.5629
Georgia,GEO,2023,186.02281,346.82742
Germany,DEU,1990,240.56682,381.4954
Germany,DEU,1991,232.77296,373.4467
Germany,DEU,1992,220.1601,353.27383
Germany,DEU,1993,218.05162,352.42953
Germany,DEU,1994,209.84564,336.67316
Germany,DEU,1995,203.60013,330.24753
Germany,DEU,1996,199.29579,319.49118
Germany,DEU,1997,192.60362,307.40018
Germany,DEU,1998,189.05107,299.27155
Germany,DEU,1999,182.93745,288.41156
Germany,DEU,2000,174.05055,271.3426
Germany,DEU,2001,170.0152,262.8864
Germany,DEU,2002,171.10693,258.31134
Germany,DEU,2003,172.35748,256.2837
Germany,DEU,2004,158.01146,234.04735
Germany,DEU,2005,152.4099,225.08391
Germany,DEU,2006,143.55634,212.11998
Germany,DEU,2007,138.48131,205.40259
Germany,DEU,2008,134.55887,195.43977
Germany,DEU,2009,130.05391,190.94034
Germany,DEU,2010,124.82865,182.79941
Germany,DEU,2011,118.02056,171.26044
Germany,DEU,2012,116.74704,170.2722
Germany,DEU,2013,118.67577,176.29555
Germany,DEU,2014,110.09566,164.8408
Germany,DEU,2015,112.371925,169.11742
Germany,DEU,2016,103.85564,158.69722
Germany,DEU,2017,103.15971,157.2776
Germany,DEU,2018,102.41519,154.84996
Germany,DEU,2019,95.39165,145.77791
Germany,DEU,2020,94.115715,146.2781
Greece,GRC,1961,200.88017,212.2584
Greece,GRC,1962,211.15215,230.20294
Greece,GRC,1963,213.8343,236.90567
Greece,GRC,1964,215.32301,238.36111
Greece,GRC,1965,221.24759,245.0149
Greece,GRC,1966,213.06198,239.87679
Greece,GRC,1967,229.77266,256.60236
Greece,GRC,1968,230.88815,264.84137
Greece,GRC,1969,231.88988,269.04248
Greece,GRC,1970,209.01372,246.6548
Greece,GRC,1971,218.14702,256.93335
Greece,GRC,1972,218.71219,262.24927
Greece,GRC,1973,219.00981,267.86047
Greece,GRC,1974,219.1788,259.4125
Greece,GRC,1975,220.35968,271.3311
Greece,GRC,1976,225.0812,277.5029
Greece,GRC,1977,226.39832,284.04962
Greece,GRC,1978,219.71544,281.39264
Greece,GRC,1979,232.31306,288.16373
Greece,GRC,1980,241.93289,302.551
Greece,GRC,1981,234.59639,292.61798
Greece,GRC,1982,233.14131,293.99316
Greece,GRC,1983,245.0579,301.10736
Greece,GRC,1984,229.71515,297.59012
Greece,GRC,1985,248.30681,317.23972
Greece,GRC,1986,250.41046,314.32983
Greece,GRC,1987,258.55048,323.93008
Greece,GRC,1988,248.15742,315.81903
Greece,GRC,1989,244.92355,310.7795
Greece,GRC,1990,243.79358,310.83493
Greece,GRC,1991,239.01067,306.19363
Greece,GRC,1992,229.86575,297.05328
Greece,GRC,1993,222.47067,283.1442
Greece,GRC,1994,228.12517,290.6873
Greece,GRC,1995,230.44626,296.24582
Greece,GRC,1996,225.45374,297.26138
Greece,GRC,1997,221.70154,289.219
Greece,GRC,1998,227.95961,289.0195
Greece,GRC,1999,220.79085,282.374
Greece,GRC,2000,217.58267,280.94455
Greece,GRC,2001,214.59122,269.64395
Greece,GRC,2002,209.7824,266.63712
Greece,GRC,2003,213.52808,263.3031
Greece,GRC,2004,204.01231,254.6078
Greece,GRC,2005,190.15997,238.54402
Greece,GRC,2006,185.47643,229.97893
Greece,GRC,2007,179.43092,222.23956
Greece,GRC,2008,168.7491,210.12708
Greece,GRC,2009,157.13338,202.45296
Greece,GRC,2010,147.82547,188.51979
Greece,GRC,2011,139.8757,184.81194
Greece,GRC,2012,131.14757,192.0048
Greece,GRC,2013,119.32145,175.88986
Greece,GRC,2014,110.12071,169.6934
Greece,GRC,2015,109.067024,171.24306
Greece,GRC,2016,102.37774,160.59799
Greece,GRC,2017,105.33828,165.39781
Greece,GRC,2018,96.9525,155.9245
Greece,GRC,2019,94.251236,154.2697
Greece,GRC,2020,95.90831,152.92667
Greece,GRC,2021,95.37924,160.03156
Greece,GRC,2022,90.79983,149.49147
Grenada,GRD,1985,430.10764,537.5142
Grenada,GRD,1988,288.10562,338.9086
Grenada,GRD,1989,292.1538,395.92218
Grenada,GRD,1990,391.58636,358.54288
Grenada,GRD,1991,310.46042,364.8326
Grenada,GRD,1992,311.3975,281.77304
Grenada,GRD,1993,306.7615,368.59122
Grenada,GRD,1994,333.9452,437.08102
Grenada,GRD,1995,324.5846,368.72568
Grenada,GRD,1996,254.96143,273.4015
Grenada,GRD,2001,203.92268,234.48108
Grenada,GRD,2002,290.43253,343.5967
Grenada,GRD,2003,267.4174,281.90512
Grenada,GRD,2004,278.45294,341.227
Grenada,GRD,2005,225.02292,391.9312
Grenada,GRD,2006,229.62032,277.43204
Grenada,GRD,2007,202.70123,238.30069
Grenada,GRD,2008,242.50917,297.27383
Grenada,GRD,2009,202.71478,246.52425
Grenada,GRD,2010,191.76012,281.0909
Grenada,GRD,2011,178.88719,245.68066
Grenada,GRD,2012,199.11095,240.25784
Grenada,GRD,2013,178.93817,248.81145
Grenada,GRD,2014,231.57622,305.58752
Grenada,GRD,2015,148.24745,264.00623
Grenada,GRD,2016,208.18423,264.28024
Grenada,GRD,2017,176.66669,244.12198
Grenada,GRD,2018,179.59651,290.88144
Grenada,GRD,2019,204.18289,247.70961
Grenada,GRD,2020,206.73247,358.38904
Grenada,GRD,2021,228.49133,358.5232
Grenada,GRD,2022,220.56277,331.47263
Grenada,GRD,2023,224.60443,313.8204
Guadeloupe,GLP,1974,245.02852,331.74643
Guadeloupe,GLP,1981,204.97267,264.9242
Guadeloupe,GLP,2000,113.1565,163.10704
Guadeloupe,GLP,2001,113.50259,152.7564
Guadeloupe,GLP,2002,121.69065,161.19923
Guadeloupe,GLP,2003,106.342476,148.93878
Guadeloupe,GLP,2004,111.42404,166.16144
Guadeloupe,GLP,2005,106.680374,162.8132
Guadeloupe,GLP,2006,96.8017,155.25859
Guadeloupe,GLP,2007,86.94603,132.42883
Guadeloupe,GLP,2008,89.61263,124.90312
Guadeloupe,GLP,2009,90.15453,138.19315
Guadeloupe,GLP,2010,80.18648,126.1079
Guadeloupe,GLP,2011,69.04014,114.2522
Guadeloupe,GLP,2012,66.57788,104.012115
Guadeloupe,GLP,2013,62.456875,106.03812
Guadeloupe,GLP,2014,65.40675,113.857994
Guadeloupe,GLP,2015,51.94526,90.77582
Guadeloupe,GLP,2016,60.41708,99.71518
Guatemala,GTM,1963,185.78238,153.41035
Guatemala,GTM,1964,188.53969,163.53441
Guatemala,GTM,1965,119.57465,118.20482
Guatemala,GTM,1966,132.82063,136.25787
Guatemala,GTM,1967,123.252075,122.58417
Guatemala,GTM,1968,130.71931,139.17055
Guatemala,GTM,1969,116.15207,119.370285
Guatemala,GTM,1970,132.3525,134.35635
Guatemala,GTM,1971,112.768135,122.0363
Guatemala,GTM,1974,113.0912,117.84688
Guatemala,GTM,1975,122.26954,134.7493
Guatemala,GTM,1976,112.94612,120.60152
Guatemala,GTM,1977,109.06391,120.10549
Guatemala,GTM,1978,126.43063,136.03471
Guatemala,GTM,1979,136.34978,139.15154
Guatemala,GTM,1980,116.96389,141.72119
Guatemala,GTM,1981,130.57095,149.87329
Guatemala,GTM,1984,138.89172,160.02809
Guatemala,GTM,1986,125.04401,139.62054
Guatemala,GTM,1987,120.6236,137.27747
Guatemala,GTM,1988,124.98379,148.94153
Guatemala,GTM,1989,122.33727,143.99901
Guatemala,GTM,1990,135.11398,146.42972
Guatemala,GTM,1991,134.20274,151.13428
Guatemala,GTM,1992,140.1597,160.85857
Guatemala,GTM,1993,149.3516,168.58057
Guatemala,GTM,1994,167.11792,190.86896
Guatemala,GTM,1995,162.40039,185.611
Guatemala,GTM,1996,144.48053,170.85126
Guatemala,GTM,1997,149.33632,171.39423
Guatemala,GTM,1998,156.4228,196.29451
Guatemala,GTM,1999,146.79794,171.34645
Guatemala,GTM,2000,124.3891,142.45464
Guatemala,GTM,2001,119.86459,140.66228
Guatemala,GTM,2002,110.105606,130.5458
Guatemala,GTM,2003,141.0029,165.74667
Guatemala,GTM,2004,114.32953,138.49225
Guatemala,GTM,2005,123.81641,146.86044
Guatemala,GTM,2006,128.25769,160.00983
Guatemala,GTM,2007,136.13408,162.38966
Guatemala,GTM,2008,125.64525,155.49278
Guatemala,GTM,2009,112.609726,135.8044
Guatemala,GTM,2010,113.41758,144.4939
Guatemala,GTM,2011,118.662476,148.81003
Guatemala,GTM,2012,119.08326,148.43805
Guatemala,GTM,2013,119.87118,147.6473
Guatemala,GTM,2014,120.31483,152.61433
Guatemala,GTM,2015,116.35346,146.23451
Guatemala,GTM,2016,110.410515,142.50145
Guatemala,GTM,2017,108.02598,136.76997
Guatemala,GTM,2018,103.032814,133.43208
Guatemala,GTM,2019,104.12559,132.59111
Guatemala,GTM,2020,111.99655,170.30594
Guatemala,GTM,2021,139.1284,200.04155
Guatemala,GTM,2022,117.85941,154.19002
Guyana,GUY,1977,842.74695,620.9014
Guyana,GUY,1979,401.4791,740.47687
Guyana,GUY,1984,260.31253,412.46335
Guyana,GUY,1988,328.4475,437.5307
Guyana,GUY,1989,476.4846,626.6368
Guyana,GUY,1990,446.5413,604.535
Guyana,GUY,1991,427.33105,525.98065
Guyana,GUY,1992,354.46143,464.84222
Guyana,GUY,1993,431.2196,512.74744
Guyana,GUY,1994,380.98288,470.07632
Guyana,GUY,1995,427.4108,553.62067
Guyana,GUY,1996,373.87634,460.96066
Guyana,GUY,1997,392.37744,492.2933
Guyana,GUY,1998,391.18082,490.19516
Guyana,GUY,1999,264.13583,374.14877
Guyana,GUY,2001,344.4983,405.66806
Guyana,GUY,2002,343.68658,415.3565
Guyana,GUY,2003,354.8826,455.7085
Guyana,GUY,2004,376.19495,456.205
Guyana,GUY,2005,352.0935,446.01184
Guyana,GUY,2006,329.04224,419.22244
Guyana,GUY,2007,326.53516,443.1186
Guyana,GUY,2008,349.61008,444.0826
Guyana,GUY,2009,338.76584,453.85736
Guyana,GUY,2010,375.59387,471.52527
Guyana,GUY,2011,346.1632,448.4995
Guyana,GUY,2012,337.82095,456.2672
Guyana,GUY,2013,323.7221,400.25537
Guyana,GUY,2014,322.39993,409.04227
